Username (Account ID),State,District,Area,Median No of transactions ,Average No of transactions ,lowestof trans,Median Amount,Average Amount,lowestof amount,TYPE,Gender,Active,Blocked,Suspended,Unused Balance,NO OF DAYS SINCE LAST DEPOSIT ,NO OF DAYS SINCE device creation,NO OF DAYS SINCE onboarded,Status,Status2
Amoks (022477),Lagos,Oshodi-Main,Ajao estate,6,5,5,13300,13193,13193,Regular,Female,Yes,No,No,15.02,16,249,249,bad,bad
Gabriel2018pos1 (013264),Lagos,Mushin-Main,Mushin,124,147,124,1165565,1288270,1165565,Regular,Female,Yes,No,No,19684.4945,0,503,503,good,bad
Sabimen3297 (016082),Osun,Osogbo,0,0,0,0,0,1430,0,Regular,Male,Yes,No,No,10008.125,137,77,459,bad,bad
BELUDAPOS (010466),Anambra,Idemili North,Nkpor,0,3,0,0,1430,0,Regular,Female,Yes,No,No,-7195.72,262,560,560,bad,bad
sabimen1917 (014282),Lagos,Surulere,Aguda,0,1,0,0,1429,0,Regular,Male,Yes,No,No,2055.48,241,472,472,bad,bad
Demoogechiapp (009988),Edo,Esan Central,Ebelle,4,5,4,10000,8850,8850,Regular,Female,Yes,No,No,0.224,46,598,598,bad,bad
Tayooye (021600),Lagos,Shomolu,Gbagada,1,1,1,5000,4971,4971,Regular,Female,Yes,No,No,12256,16,258,258,bad,bad
aktab (021523),Ogun,Ijebu Ode,Ijebu Ode,0,4,0,0,1421,0,Regular,Male,Yes,No,No,950,183,262,262,bad,bad
Aanixd (023262),Rivers,Obio/Akpor,Rumuobiokani,20,18,18,45760,54635,45760,Regular,Female,Yes,No,No,3070,22,240,240,bad,bad
kitan (021583),Kwara,Ilorin,Gaa Akanbi,59,147,59,349006,873433,349006,Regular,Male,Yes,No,No,628.06,16,256,256,good,good
ROSHEMAPP (022190),Lagos,Ifako Ijaiye,Ojokoro,41,62,41,182520,646636,182520,Regular,Male,Yes,No,No,2490.375,2,252,252,good,bad
Leewardsapp (017617),Lagos,Alimosho 1,Abule Egba,137,114,114,3673950,2795853,2795853,Regular,Male,Yes,No,No,790.012,35,390,390,good,good
Chineche (001908),Rivers,Port Harcourt,Town,0,2,0,0,1871,0,Regular,Female,Yes,No,No,-6038,234,1468,1468,bad,bad
PRIMADASAPP (010108),Lagos,Apapa,Olodi,0,3,0,0,9974,0,Regular,Male,Yes,No,No,158,263,580,580,bad,bad
Yinkajayi007 (022102),Lagos,Alimosho 1,Ipaja,13,19,13,20300,28562,20300,Regular,Male,Yes,No,No,12281.68,9,253,253,bad,bad
sabimen2042 (014218),Lagos,Kosofe,Ketu,0,1,0,0,1411,0,Regular,Male,Yes,No,No,0.52,333,469,469,bad,bad
meziempos (017613),Imo,Oguta,Izombe,704,486,486,9273318,7263949,7263949,Regular,Male,Yes,No,No,595595.55,15,391,391,good,good
Sabimen112 (010744),Lagos,Ajegunle,Ajegunle,0,1,0,0,1407,0,Regular,Male,Yes,No,No,351.25,304,544,544,bad,bad
Joycefavour (022716),Lagos,Amuwo Odofin,Abule ado,0,13,0,0,20057,0,Regular,Female,Yes,No,No,254.8,117,245,245,bad,bad
MalachiCIEntG53 (021622),Lagos,Badagry,Agbara,0,1,0,0,2986,0,Regular,Male,Yes,No,No,750,231,258,258,bad,bad
Timgodswillpos (021075),Anambra,Onitsha North,Old Market Road,418,374,374,2697087,2364700,2364700,Regular,Male,Yes,No,No,7483.07,3,276,276,good,bad
peegee25 (004032),Anambra,Nnewi South,Ezinifite,10,10,10,9700,9471,9471,Regular,Male,Yes,No,No,632.59714,77,1050,1274,bad,bad
Olyokaka5 (006703),Niger,Suleja,Suleja,2,3,2,2200,3671,2200,Regular,Female,Yes,No,No,28650.96,21,838,838,bad,bad
Iyaboadeapp (020077),Lagos,Alimosho 2,Ijegun,0,2,0,0,3093,0,Regular,Female,Yes,No,No,142.3,153,304,304,bad,bad
JABIRJABAAPP (021402),Yobe,Damaturu,0,2,241,2,9620,6160310,9620,Regular,Male,Yes,No,No,25316.74,16,272,272,bad,bad
sabimen2158 (014269),Ogun,Ado-Odo/Ota,Sango Ota,0,9,0,0,39511,0,Regular,Male,Yes,No,No,133.1875,29,468,468,bad,bad
ADSATEM0001 (022855),Lagos,Epe,Epe,5,8,5,9600,20543,9600,Regular,Female,Yes,No,No,8179.5,185,244,244,bad,bad
SABIMEN450 (010791),Lagos,Lagos Island,Ikoyi,6,22,6,10200,107679,10200,Regular,Male,Yes,No,No,10087.96,26,542,542,bad,bad
olasventurepos (012907),Oyo,Iseyin,Koso,42,148,42,203550,406439,203550,Regular,Male,Yes,No,No,-342.42643,108,507,507,bad,bad
Royalace (002999),Lagos,Alimosho 1,Egbeda,166,130,130,928831,729911,729911,Regular,Male,Yes,No,No,5484.57443,159,1348,1348,good,good
Ugointl (023334),Anambra,Nnewi North,Uruagu-Nnewi,16,21,16,32065,56285,32065,Regular,Male,Yes,No,No,31616.36,3,238,238,bad,bad
sabimen3372 (016196),Osun,Osogbo,0,94,73,73,157050,144529,144529,Regular,Male,Yes,No,No,13.245,49,458,458,good,good
BAYOBADMUSPOS (013480),Ekiti,Ado Ekiti,Bank Road,35,80,35,131748,362172,131748,Regular,Male,Yes,No,No,302.132,181,496,496,good,good
sabimen2404 (014575),Nasarawa,Karu,Masaka,34,46,34,121250,154606,121250,Regular,Male,Yes,No,No,529.16,422,466,466,good,good
Gbemisola (021528),Lagos,Alimosho 1,Ipaja,6,7,6,4450,5429,4450,Regular,Female,Yes,No,No,88.83,28,262,262,bad,bad
Arogimsonent79 (003581),Lagos,Alimosho 2,Idimu Egbe,22,24,22,35900,32043,32043,Regular,Female,Yes,No,No,-150.84438,10,1301,1301,bad,bad
Abiye247 (007110),Rivers,Obio/Akpor,Rumuigbo,0,1,0,0,1359,0,Regular,Male,Yes,No,No,24.292,236,769,769,bad,bad
CMCL (005016),Rivers,Ikwerre,Igwuruta,11,11,11,10150,11534,10150,Regular,Male,Yes,No,No,-1182.88758,41,1181,1181,bad,bad
SABIMEN1053 (011153),Ogun,Otta,Otta,0,1,0,0,1338,0,Regular,Male,Yes,No,No,0.25,467,536,536,bad,bad
Hassanat (004504),Oyo,Ibadan South East,Ijokodo,0,0,0,0,1329,0,Regular,Male,Yes,No,No,-6729.19,255,1243,1243,bad,bad
TELLASINVESTMENTPOS (012947),Federal Capital Territory,Kubwa,Bwari,4,4,4,6800,6499,6499,Regular,Female,Yes,No,No,-198.59918,35,497,497,bad,bad
Blessingventure (004592),Lagos,Surulere,Ijesha,0,67,0,0,383356,0,Regular,Male,Yes,No,No,2838.34465,1,1232,1232,bad,bad
emmadara (022584),Ogun,Ifo,0,5,30,5,10650,157781,10650,Regular,Female,Yes,No,No,20.8,9,248,248,bad,bad
Cnndivineint43 (006215),Anambra,Onitsha North,New Market Road,0,1,0,0,1314,0,Regular,Female,Yes,No,No,-6859.22778,265,1047,1047,bad,bad
UGOBEST (004740),Delta,Ika south,Agbor Town,5,6,5,6700,8386,6700,Regular,Male,Yes,No,No,-2895.07186,135,936,1217,bad,bad
picassopos (009381),Osun,Osogbo,0,60,59,59,208870,354599,208870,Regular,Male,Yes,No,No,17763.24,3,665,665,good,bad
Familynetworkpis (022302),Ogun,Ado-Odo/Ota,Itele,33,27,27,76830,63244,63244,Regular,Male,Yes,No,No,9517.75,1,251,251,good,bad
Nonye123app (016363),Lagos,Alimosho 2,Ijegun,9,17,9,8110,25617,8110,Regular,Female,Yes,No,No,19500.294,5,460,460,bad,bad
Opsinhousepos (009424),Lagos,Oshodi-Main,Ajao estate,8,8,8,7736,7912,7736,Regular,Male,Yes,No,No,996.27286,243,202,663,bad,bad
ooiginla (021609),Ekiti,Ado Ekiti,Ado,4,4,4,11036,10137,10137,Regular,Male,Yes,No,No,3819.092,8,258,258,bad,bad
OBUSapp (020378),Delta,Warri south,Warri-Sapele Road,1,3,1,300,4293,300,Regular,Male,Yes,No,No,1089.51,2,291,291,bad,bad
Enimecapp (018161),Lagos,Alimosho 1,Ayobo,0,1,0,0,2393,0,Regular,Female,Yes,No,No,1340,225,371,371,bad,bad
BMBCGROUP (003918),Delta,Ndokwa west,Kwale,0,0,0,0,1289,0,Regular,Male,Yes,No,No,-7049.46637,256,1285,1285,bad,bad
Allpurposepharmacy (003917),Federal Capital Territory,Kubwa,Kubwa FHA,6,7,6,14150,36463,14150,Regular,Male,Yes,No,No,-3580.4275,132,1286,1286,bad,bad
Apostle (021490),Lagos,Lagos Isl. East,0,7,9,7,10850,11651,10850,Regular,Male,Yes,No,No,2620,16,265,265,bad,bad
Godsgeneralapp (020380),Lagos,Ojo,Iba,5,8,5,1750,10675,1750,Regular,Female,Yes,No,No,28.3,49,290,290,bad,bad
sabimen3350 (016159),Osun,Osogbo,0,45,82,45,530660,784171,530660,Regular,Female,Yes,No,No,26234.57,3,459,459,good,bad
Lizakandu (002582),Lagos,Ikeja,Computer Village,17,14,14,34510,26826,26826,Regular,Female,Yes,No,No,3782.02,14,1336,1336,bad,bad
SABIMEN1152 (011337),Lagos,Oshodi-Main,Oshodi,0,1,0,0,1286,0,Regular,Male,Yes,No,No,25.3,6,532,532,bad,bad
FKTOLOWO (005786),Lagos,Oke Aro,Ayobo,3,3,3,8900,7190,7190,Regular,Female,Yes,No,No,24596.91571,104,1075,1075,bad,bad
djscope4pos (013607),Lagos,IKorodu,Ayangbure,7,10,7,33790,49851,33790,Regular,Female,Yes,No,No,2786.7225,210,493,493,bad,bad
malikawa (022508),Adamawa,Hong,0,0,3,0,0,2897,0,Regular,Male,Yes,No,No,4.25,215,249,249,bad,bad
Aplus1 (005180),Lagos,Alimosho 1,Alagbado,16,17,16,137320,207800,137320,Regular,Female,Yes,No,No,1.81786,0,1161,1161,bad,bad
SABIMEN1051 (011142),Lagos,Sango,Sango,78,61,61,168200,144125,144125,Regular,Male,Yes,No,No,45946.655,2,536,536,good,bad
Graceventpos (012840),Ogun,Otta,Otta,0,1,0,0,1253,0,Regular,Male,Yes,No,No,-7166.87,44095,504,504,bad,bad
triband16 (023563),Lagos,IKorodu,Odogunyan,17,16,16,63390,91832,63390,Regular,Male,Yes,No,No,8849,3,236,236,bad,bad
dranj006App (009636),Lagos,Alimosho 2,Ikotun,0,8,0,0,18973,0,Regular,Male,Yes,Yes,No,21540.88,177,619,619,bad,bad
ISHAQBARRYAPP (010228),Lagos,Ifako Ijaiye,Ifako,5,5,5,7460,9821,7460,Regular,Male,Yes,No,No,9584.22,0,566,566,bad,bad
ATTresources1 (003403),Ogun,Otta,Otta,0,1,0,0,1236,0,Regular,Male,Yes,No,No,-6750.15,578,1315,1315,bad,bad
sabimen1914 (014276),Lagos,Surulere,Aguda,12,18,12,28510,69701,28510,Regular,Male,Yes,No,No,10006.28,26,472,472,bad,bad
sabimen2047 (014251),Lagos,Kosofe,Ketu,0,5,0,0,4489,0,Regular,Female,Yes,No,No,107.5,214,469,469,bad,bad
Neneapp (022366),Sokoto,Sokoto South,0,0,4,0,0,1271,0,Regular,Female,Yes,No,No,26.5,237,250,250,bad,bad
Claxyventures (005004),Rivers,Ikwerre,Igwuruta,2,6,2,2500,6860,2500,Regular,Male,Yes,No,No,6496.00429,27,1187,1187,bad,bad
albarkas (004875),Kano,Dala,Bafin Ruwa,0,1,0,0,1207,0,Regular,Female,Yes,No,No,-7143.35875,253,1131,1201,bad,bad
eosinnowo (021447),Lagos,Alimosho 2,Ikotun,14,16,14,27070,27839,27070,Regular,Male,Yes,No,No,2119.35,16,266,266,bad,bad
Aralee (022516),Lagos,Alimosho 1,Ipaja,14,13,13,50850,38763,38763,Regular,Female,Yes,No,No,152.28,1,249,249,bad,bad
ABDULHYKIMAPP (016896),Kebbi,Birnin Kebbi,Prison Qtrs,0,2,0,0,1480,0,Regular,Male,Yes,No,No,30.32,187,418,418,bad,bad
VANIXPOS (008891),Anambra,Aguata,Ekwulobia,258,239,239,515650,567770,515650,Regular,Male,Yes,No,No,-124.09143,9,697,697,bad,bad
Amina1Pos (020446),Gombe,Akko,0,1779,1456,1456,17801798,15468644,15468644,Regular,Male,Yes,No,No,42627.908,6,285,285,good,bad
kowofe (002938),Lagos,Alimosho 1,Egbeda,0,1,0,0,1171,0,Regular,Male,Yes,No,No,-6344.62643,261,1354,1354,bad,bad
mohizyapp (012716),Lagos,Alimosho 2,Ikotun,42,145,42,33564,57375,33564,Regular,Male,Yes,No,No,88.11,2,516,516,good,bad
SABIMEN2554 (014726),Federal Capital Territory,Kubwa,Bwari,6,10,6,13600,41919,13600,Regular,Male,Yes,No,No,2590.45,2,465,465,bad,bad
Belimarsh11 (005956),Abia,Umuahia South,Abam,0,4,0,0,108043,0,Regular,Female,Yes,No,No,-4674.03327,282,1064,1064,bad,bad
NAFRC5 (000570),Federal Capital Territory,Airport Road/Lugbe,Lugbe South,7,8,7,11180,11666,11180,Regular,Male,Yes,No,No,-75.22836,7,1750,1750,bad,bad
citadel (008381),Lagos,Ojo,Okokomaiko,6,6,6,8248,11396,8248,Regular,Female,Yes,No,No,43.7875,559,724,724,bad,bad
sabimen3724 (016379),Lagos,Kosofe,Ketu,0,1,0,0,1157,0,Regular,Male,Yes,No,No,0.91,253,438,438,bad,bad
TandDapp (020252),Ekiti,Ado Ekiti,Ado,11,88,11,62550,544243,62550,Regular,Female,Yes,No,No,29125.45,95,297,297,bad,bad
sabimen3175 (015820),Plateau,Jos East,0,81,63,63,197550,144045,144045,Regular,Female,Yes,No,No,2200.56,215,459,459,good,good
Angela81app (009970),Enugu,Enugu East,Nike,0,1,0,0,1150,0,Regular,Female,Yes,No,No,10.048,253,600,600,bad,bad
SUNNYSAT (005878),Ondo,Ore,Ore,0,1,0,0,1150,0,Regular,Male,Yes,No,No,-7394.6,262,1070,1070,bad,bad
Ewelikeapp (020118),Lagos,Alimosho 1,Ejigbo,4,4,4,8000,8619,8000,Regular,Female,Yes,No,No,103.55,14,301,301,bad,bad
easypayPOS (011943),Ogun,Obafemi-Owode,Mowe,11,13,11,99870,129622,99870,Regular,Male,Yes,No,No,508.54357,4,546,546,bad,bad
martinspos1 (011765),Lagos,Ojo,Iba,0,0,0,0,1171,0,Regular,Male,Yes,No,No,-5929.80175,439,552,552,bad,bad
ogidiconcept (006395),Lagos,IKorodu,Irawo Ajegunle,0,3,0,0,2414,0,Regular,Female,Yes,No,No,-5435.65,203,1022,1022,bad,bad
Wazojopos (009408),Lagos,Alimosho 1,Agbado egbe,3,8,3,8000,101567,8000,Regular,Male,Yes,No,No,-2163.005,44095,663,663,bad,bad
PENIELPLACE (022232),Ogun,Ifo,0,120,139,120,879755,1220856,879755,Regular,Female,Yes,No,No,14610.3375,3,251,251,good,bad
Jayzlimited (007503),Lagos,Oke Aro,Oke Aro,2,2,2,1500,3327,1500,Regular,Male,Yes,No,No,489.4,47,753,753,bad,bad
Odedina1 (008423),Ogun,Itele,Itele,3,20,3,2700,4479,2700,Regular,Male,Yes,No,No,-2968.275,121,720,720,bad,bad
democollinsapp (006966),Cross River,Ogoja,0,47,38,38,65980,50564,50564,Regular,Female,Yes,No,No,2890.2654,1,780,780,good,bad
sabimen3926 (016537),Lagos,Ojo,Alaba Int,20,48,20,38700,202572,38700,Regular,Female,Yes,No,No,130.815,61,437,437,good,good
Teniemartapp (010149),Ogun,Ado-Odo/Ota,Ayetoro,0,1,0,0,1971,0,Regular,Male,Yes,No,No,3669.2,83,578,578,bad,bad
sabimen3988 (016599),Kano,Fagge 2 (Sabon Gari),Sabon Gari,313,280,280,965910,845209,845209,Regular,Female,Yes,No,No,35584.715,2,437,437,good,bad
Demochijiokeapp (019867),Imo,Owerri North,Ihite/Ogada/Oha,16,17,16,7733,15107,7733,Regular,Male,Yes,No,No,0.35,16,318,318,bad,bad
bbe2047 (022724),Lagos,Apapa,Apapa,0,0,0,0,1100,0,Regular,Female,Yes,No,No,5150,240,244,244,bad,bad
Sabimen104 (012277),Lagos,Ajegunle,Ajegunle,138,362,138,1032460,2121351,1032460,Regular,Male,Yes,No,No,128470.015,107,544,544,good,good
Sitoma (001132),Lagos,Oshodi-Main,Ilasamaja,1,1,1,7700,5033,5033,Regular,Female,Yes,No,No,-2527.0235,118,1631,1631,bad,bad
SABIMEN2891 (014903),Oyo,Ibadan North,Iwo Road,10,16,10,9600,82429,9600,Regular,Male,Yes,No,No,13381.625,3,461,461,bad,bad
demoparsolowhyte (020300),Rivers,Port Harcourt,Rumukalagbor,12,11,11,11310,22167,11310,Regular,Male,Yes,No,No,0.72,16,293,293,bad,bad
Temmybee (003472),Ogun,Itele,Itele,0,6,0,0,31374,0,Regular,Female,Yes,No,No,-698.65486,81,1312,1312,bad,bad
LawApp (017510),Federal Capital Territory,Wuse 2,Wuse 2,16,22,16,210000,178501,178501,Regular,Male,Yes,No,No,1000.361,22,395,395,bad,bad
markabbey2App (018571),Lagos,Ajegunle,Ajegunle,27,24,24,7893,9097,7893,Regular,Male,Yes,No,No,0.26,16,357,357,bad,bad
OmeniJ1 (016848),Delta,Oshimili North,Ibuzor,0,0,0,0,1093,0,Regular,Male,Yes,No,No,-7389.875,340,425,425,bad,bad
Sabimen3626 (015022),Lagos,Ajegunle,Boundary,8,10,8,27040,28134,27040,Regular,Male,Yes,No,No,503.5,6,438,438,bad,bad
Bashbol200 (021738),Osun,Olorunda,0,12,11,11,18350,16219,16219,Regular,Male,Yes,No,No,20082.8,4,256,256,bad,bad
SABIMEN1210 (010589),Lagos,Surulere,Itire,0,1,0,0,1086,0,Regular,Male,Yes,No,No,10766.75,26,535,535,bad,bad
Trustdave56 (003910),Lagos,Kosofe,Magodo Area,0,1,0,0,1086,0,Regular,Male,Yes,No,No,-6791,249,1286,1286,bad,bad
CSinhousePOS (009524),Lagos,Mushin-Main,Mushin,3,5,3,4230,5729,4230,Regular,Female,Yes,No,No,1614.216,22,650,650,bad,bad
Allsaint (001545),Rivers,Oyigbo,Obigbo,0,11,0,0,12630,0,Regular,Female,Yes,No,No,7075.04671,192,1231,1231,bad,bad
JohnsaliuApp (017858),Edo,Etsako Central,Fugar,11,12,11,21445,23886,21445,Regular,Female,Yes,No,No,5877.96,6,384,384,bad,bad
Achigodigital2 (007449),Anambra,Onitsha South,Fegge,0,0,0,0,1071,0,Regular,Male,Yes,No,No,42691.44571,242,755,755,bad,bad
Bunmsky (021646),Lagos,Ajegunle,Ajegunle,2,4,2,3540,11114,3540,Regular,Female,Yes,No,No,34.065,28,257,257,bad,bad
teeluv1 (022376),Ogun,Otta,Otta,0,12,0,0,6939,0,Regular,Female,Yes,No,No,30.2,44095,250,250,bad,bad
ChukwuelokaApp (017065),Enugu,Enugu East,Nike,1,4,1,200,6857,200,Regular,Male,Yes,No,No,176,402,404,404,bad,bad
cjvisionworldApp (018483),Enugu,Enugu North,Obiagu,0,2,0,0,3949,0,Regular,Male,Yes,No,No,3.782,357,360,360,bad,bad
Nakibahapp (021935),Kano,Ungogo 2,Alhrami,0,1,0,0,2169,0,Regular,Male,Yes,No,No,2.5,228,255,255,bad,bad
sabimen814 (010651),Lagos,Mushin-Main,Mushin,0,2,0,0,6386,0,Regular,Male,Yes,No,No,1884.305,2,537,537,bad,bad
eaziapp (021486),Sokoto,Sokoto South,0,1,8,1,50,16000,50,Regular,Male,Yes,No,No,1.4,179,265,265,bad,bad
Pato (007060),Federal Capital Territory,Kubwa,Kubwa FHA,13,23,13,7200,10759,7200,Regular,Female,Yes,No,No,3.848,55,769,769,bad,bad
Bamfekpos1 (013650),Oyo,Ibarapa North,Igangan,0,1,0,0,1028,0,Regular,Female,Yes,No,No,-6598.57143,44095,493,493,bad,bad
MBAM01POS (009071),Lagos,Amuwo Odofin,Amuwo Odofin,0,1,0,0,1823,0,Regular,Male,Yes,No,No,-2522.57143,235,689,689,bad,bad
Adetola16 (021379),Lagos,Yaba-Main,Sabo,13,12,12,15350,18289,15350,Regular,Female,Yes,No,No,113.22,14,273,273,bad,bad
SABIMEN1240 (011112),Lagos,Shomolu,Anthony,0,1,0,0,1014,0,Regular,Female,Yes,No,No,20.5,259,535,535,bad,bad
SABIMEN1096 (011224),Lagos,Sango,Ijoko,0,0,0,0,1064,0,Regular,Male,Yes,No,No,28491.75,6,535,535,bad,bad
OKLOUISEPOS (016724),Imo,Obowo,Amazi-Obowo,0,0,0,0,1007,0,Regular,Male,Yes,No,No,-7336,394,440,440,bad,bad
SABIMEN1159 (011350),Lagos,Sango,Sango,23,71,23,94220,656230,94220,Regular,Male,Yes,No,No,496.5925,263,532,532,good,good
sabimen2305 (015801),Niger,Suleja,Suleja,808,649,649,2179080,1871157,1871157,Regular,Male,Yes,No,No,10432.368,8,468,468,good,good
mualkaspos (019158),Kano,Gwale,Dadankaya,36,94,36,473279,436138,436138,Regular,Male,Yes,No,No,151.42443,10,327,329,good,good
Wealthyniggapp (017152),Lagos,Alimosho 2,Ijegun,2,3,2,1900,3170,1900,Regular,Male,Yes,No,No,262.04,69,402,402,bad,bad
Sabimen3873 (015554),Lagos,Mushin-Main,Ishaga,0,1,0,0,2814,0,Regular,Male,Yes,No,No,244.5,215,437,437,bad,bad
Fortresssat (002694),Ogun,Obafemi-Owode,Warewa(wawa),58,64,58,385800,445856,385800,Regular,Female,Yes,No,No,136787.552,5,1361,1392,good,bad
sabimen1426 (010708),Lagos,Yaba-Main,Yaba,48,162,48,274986,914663,274986,Regular,Male,Yes,No,No,2708.088,4,532,532,good,bad
sabimen3379 (016376),Osun,Osogbo,0,4,20,4,6950,52917,6950,Regular,Female,Yes,No,No,6773.48,1,458,458,bad,bad
sabimen3166 (015956),Plateau,Jos East,0,86,70,70,341450,297355,297355,Regular,Male,Yes,No,No,8851.85,0,459,459,good,bad
SABIMEN2710 (014876),Oyo,Oyo East,Ife Odan Road,0,2,0,0,986,0,Regular,Female,Yes,No,No,0.272,245,465,465,bad,bad
sabimen3047 (015359),Rivers,Obio/Akpor,Rumuigbo,2,2,2,4100,5647,4100,Regular,Male,Yes,No,No,189.41,350,461,461,bad,bad
MAMUDOAPP (020475),Yobe,Damaturu,0,1,1,1,1900,2364,1900,Regular,Male,Yes,No,No,29.75,12,284,284,bad,bad
Olad (022276),Osun,Ilesha West,0,0,2,0,0,1768,0,Regular,Male,Yes,No,No,0,36,251,251,bad,bad
JERRY2020POS (012502),Federal Capital Territory,Kubwa,Bwari,120,240,120,360090,743291,360090,Regular,Male,Yes,No,No,519.86607,210,531,531,good,good
alabaexcel (007385),Lagos,IKorodu,Ipakodo,17,23,17,8850,16100,8850,Regular,Female,Yes,No,No,0.508,134,759,759,bad,bad
SABIMEN591 (011695),Lagos,Alimosho 2,Ijegun,195,195,195,705980,830744,705980,Regular,Male,Yes,No,No,65895.115,4,539,539,good,bad
Optimistictechapp (017089),Lagos,Ifako Ijaiye,Ijaiye,0,1,0,0,2120,0,Regular,Male,Yes,No,No,18.4,195,404,404,bad,bad
chyBest (005906),Rivers,Oyigbo,Afam Nta,0,5,0,0,3587,0,Regular,Female,Yes,No,No,-1490.00071,93,1069,1069,bad,bad
AgugoApp (016650),Federal Capital Territory,Airport Road/Lugbe,Lugbe Central,1,1,1,100,1529,100,Regular,Female,Yes,No,No,6292.6,176,451,451,bad,bad
Success5050 (003086),Anambra,Onitsha South,Atani Road,2,3,2,4000,5900,4000,Regular,Male,Yes,No,No,7721.65714,1,1337,1337,bad,bad
Emsky1App (010018),Cross River,Calabar South,0,0,1,0,0,1129,0,Regular,Male,Yes,No,No,223.92,27,594,594,bad,bad
sabimen3148 (015938),Oyo,Ogbomosho,Oke Elerin Road,3,4,3,3810,4713,3810,Regular,Female,Yes,No,No,1.45,66,459,459,bad,bad
Alphaandomega1 (001743),Oyo,Ibadan South West,Ring Road,5,5,5,9410,8200,8200,Regular,Female,Yes,No,No,-1505.6635,54,1498,1498,bad,bad
pharrel0977 (021951),Oyo,Ibadan Central,Oluyole Extension,4,4,4,4126,4871,4126,Regular,Male,Yes,No,No,0.32,249,255,255,bad,bad
Divinecomapp02 (021889),Lagos,Alimosho 2,Idimu Egbe,0,1,0,0,971,0,Regular,Male,Yes,No,No,0,247,255,255,bad,bad
Pblessgwagwalada (003168),Federal Capital Territory,Utako/Jabi,Utako,7,44,7,12400,279836,12400,Regular,Female,Yes,No,No,19075.35,3,1333,1333,bad,bad
Bigfash (006551),Lagos,IKorodu,Itamaga,0,1,0,0,956,0,Regular,Male,Yes,No,No,-7199.756,247,959,959,bad,bad
UGOBESTAPP (012654),Delta,Ughelli north,Ughelli,0,3,0,0,1143,0,Regular,Male,Yes,No,No,24.592,204,524,524,bad,bad
fadalyne (002022),Lagos,Alimosho 1,Ayobo,4,46,4,6650,70451,6650,Regular,Male,Yes,No,No,-2263.48695,124,1456,1456,bad,bad
Okey11app (008623),Lagos,IKorodu,Odogunyan,0,1,0,0,950,0,Regular,Male,Yes,No,No,1688.4,280,705,705,bad,bad
DemoamechiApp (006960),Lagos,Oshodi-Main,Ajao estate,22,26,22,62330,60616,60616,Regular,Female,Yes,No,No,3330.82,9,769,769,good,good
segman (021673),Oyo,Ibadan Central,Challenge,5,5,5,8500,8312,8312,Regular,Male,Yes,No,No,1012.5,16,257,257,bad,bad
Poshinno1 (021553),Lagos,Festac1,5th Avenue Stretch,5,6,5,9700,9994,9700,Regular,Female,Yes,No,No,706.05,15,259,259,bad,bad
Khushimyeapp (017074),Federal Capital Territory,Kubwa,Kubwa FHA,24,34,24,29850,95778,29850,Regular,Male,Yes,No,No,68.815,18,404,404,good,good
CJapp (017587),Lagos,Surulere,Aguda,2,3,2,4957,5132,4957,Regular,Male,Yes,No,No,2.97,43,391,391,bad,bad
Sabimen3300 (016087),Osun,Osogbo,0,45,128,45,93100,250719,93100,Regular,Male,Yes,No,No,4370.324,2,459,459,good,bad
sabimen2395 (014524),Nasarawa,Karu,Maraba,35,63,35,71800,544439,71800,Regular,Female,Yes,No,No,2533.155,0,466,466,good,bad
sabimen2273 (015769),Federal Capital Territory,Kubwa,Bwari,32,55,32,103520,195497,103520,Regular,Female,Yes,No,No,1123.2875,259,468,468,good,good
Ayokolaapp (020069),Lagos,Ifako Ijaiye,Ijaiye,253,251,251,1878685,1770893,1770893,Regular,Male,Yes,No,No,23.325,23,305,305,good,good
Spakko4568app (019808),Cross River,Calabar Municipality,0,0,3,0,0,906,0,Regular,Male,Yes,No,No,0.072,265,320,320,bad,bad
damrichee (021708),Lagos,Alimosho 2,Igando,10,10,10,10600,10254,10254,Regular,Male,Yes,No,No,1554.35,16,256,256,bad,bad
Realgaspos (009386),Ogun,Itele,Itele,79,57,57,105000,74807,74807,Regular,Male,Yes,No,No,2167.515,2,664,664,good,bad
muibatapp (020201),Lagos,Ajegunle,Amukoko,0,9,0,0,2120,0,Regular,Male,Yes,No,No,60,217,298,298,bad,bad
Mafakapp (017936),Ogun,Abeokuta South,Abiola Way,96,92,92,353600,332551,332551,Regular,Male,Yes,No,No,813.5,2,381,381,good,bad
sabimen1962 (014074),Lagos,Ojo,Alaba Int,13,19,13,23700,46951,23700,Regular,Male,Yes,No,No,6929.63,238,472,472,bad,bad
sabimen1900 (014154),Lagos,Surulere,Aguda,0,1,0,0,871,0,Regular,Female,Yes,No,No,10786.9375,257,472,472,bad,bad
Pasoapp (018048),Anambra,Onitsha South,Fegge,3,9,3,4130,7394,4130,Regular,Male,Yes,No,No,13.22,144,377,377,bad,bad
Demochimaapp (006818),Lagos,Oshodi-Main,Ajao estate,11,16,11,6050,11660,6050,Regular,Female,Yes,No,No,574.3,16,616,616,bad,bad
emmyukwuAPP (020122),Edo,Oredo,GRA,27,24,24,24300,50873,24300,Regular,Male,Yes,No,No,2.59,2,301,301,good,bad
Darasimi2pos (010314),Lagos,Ifako Ijaiye,Ijaiye,0,8,0,0,26750,0,Regular,Female,No,No,No,480.66685,206,44095,553,bad,bad
